"","size_f","size.length.um.used.for.conversions","shape","polymer","particle.volume.um3","density.mg.um.3","organism.group","environment","bio.org","treatments","effect","effect_f","effect_10","exposure.duration.d","exposure.route","media.temp","lvl1_f","lvl2_f","dose.mg.L.master","sex","media.ph","media.sal.ppt","dose.particles.mL.master","effect.metric","functional.group","charge","zetapotential.mV","max.size.ingest.mm","acute.chronic_f","dose.mg.L.master.AF.noec","dose.particles.mL.master.AF.noec","dose.um3.mL.master","effect.score"
"89","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Algae","Freshwater","population",5,"N","N",0,3,"water",20,"Fitness","Reproduction",44,NA,NA,NA,2.29e+11,NA,"COOH",NA,NA,NA,"Chronic",NA,NA,41127026,5
"90","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Algae","Freshwater","population",5,"N","N",0,3,"water",20,"Fitness","Reproduction",99,NA,NA,NA,5.15e+11,NA,"COOH",NA,NA,NA,"Chronic",NA,NA,92490910,5
"91","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Algae","Freshwater","population",5,"N","N",0,3,"water",20,"Fitness","Reproduction",220,NA,NA,NA,1.14e+12,NA,"COOH",NA,NA,NA,"Chronic",NA,NA,204737160,5
"92","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Algae","Freshwater","population",5,"N","N",0,3,"water",20,"Fitness","Reproduction",490,NA,NA,NA,2.55e+12,"NOEC","COOH",NA,NA,NA,"Chronic",490,2.55e+12,457964700,5
"93","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Algae","Freshwater","population",5,"Y","Y",1,3,"water",20,"Fitness","Reproduction",1100,NA,NA,NA,5.72e+12,"LOEC","COOH",NA,NA,NA,"Chronic",2200,1.144e+13,1027277680,5
"94","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Algae","Freshwater","subcell",5,"N","N",0,3,"water",20,"Fitness","Growth",44,NA,NA,NA,2.29e+11,NA,"COOH",NA,NA,NA,"Chronic",NA,NA,41127026,1
"95","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Algae","Freshwater","subcell",5,"N","N",0,3,"water",20,"Fitness","Growth",99,NA,NA,NA,5.15e+11,NA,"COOH",NA,NA,NA,"Chronic",NA,NA,92490910,1
"96","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Algae","Freshwater","subcell",5,"N","N",0,3,"water",20,"Fitness","Growth",220,NA,NA,NA,1.14e+12,NA,"COOH",NA,NA,NA,"Chronic",NA,NA,204737160,1
"97","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Algae","Freshwater","subcell",5,"N","N",0,3,"water",20,"Fitness","Growth",490,NA,NA,NA,2.55e+12,NA,"COOH",NA,NA,NA,"Chronic",NA,NA,457964700,1
"98","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Algae","Freshwater","subcell",5,"N","N",0,3,"water",20,"Fitness","Growth",1100,NA,NA,NA,5.72e+12,"HONEC","COOH",NA,NA,NA,"Chronic",1100,5.72e+12,1027277680,1
"99","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Mortality",0.22,"F",7.8,NA,1144843600,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,205607.0414984,6
"100","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Mortality",0.44,"F",7.8,NA,2289687201,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,411214.083176394,6
"101","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Mortality",0.88,"F",7.8,NA,4579374401,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,822428.166173194,6
"102","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Mortality",1.8,"F",7.8,NA,9366902185,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,1682239.43101289,6
"103","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Mortality",3.5,"F",7.8,NA,18213420915,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,3271021.11580851,6
"104","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Mortality",7,"F",7.8,NA,36426841829,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,6542042.23143743,6
"105","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Mortality",14,"F",7.8,NA,72853683658,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,13084084.4628749,6
"106","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Mortality",32,"F",7.8,NA,1.67e+11,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,29992198,6
"107","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.09e-09,"Crustacea","Freshwater","organism",10,"Y","Y",1,21,"water",21,"Fitness","Mortality",32,"F",7.8,NA,1.63e+11,"LOEC","COOH",NA,NA,0.11487,"Chronic",64,3.26e+11,29273822,6
"108","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Mortality",70,"F",7.8,NA,3.64e+11,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,65372216,6
"109","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Mortality",150,"F",7.8,NA,7.81e+11,"HONEC","COOH",NA,NA,0.11487,"Chronic",150,7.81e+11,140262914,6
"110","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Growth",0.22,"F",7.8,NA,1144843600,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,205607.0414984,3
"111","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Growth",0.44,"F",7.8,NA,2289687201,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,411214.083176394,3
"112","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Growth",0.88,"F",7.8,NA,4579374401,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,822428.166173194,3
"113","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Growth",1.8,"F",7.8,NA,9366902185,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,1682239.43101289,3
"114","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Growth",3.5,"F",7.8,NA,18213420915,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,3271021.11580851,3
"115","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Growth",7,"F",7.8,NA,36426841829,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,6542042.23143743,3
"116","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Growth",14,"F",7.8,NA,72853683658,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,13084084.4628749,3
"117","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Growth",32,"F",7.8,NA,1.67e+11,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,29992198,3
"118","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.09e-09,"Crustacea","Freshwater","organism",10,"Y","Y",1,21,"water",21,"Fitness","Growth",32,"F",7.8,NA,1.63e+11,"LOEC","COOH",NA,NA,0.11487,"Chronic",64,3.26e+11,29273822,3
"119","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Growth",70,"F",7.8,NA,3.64e+11,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,65372216,3
"120","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Growth",150,"F",7.8,NA,7.81e+11,"HONEC","COOH",NA,NA,0.11487,"Chronic",150,7.81e+11,140262914,3
"121","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Reproduction",0.22,"F",7.8,NA,1144843600,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,205607.0414984,4
"122","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Reproduction",0.44,"F",7.8,NA,2289687201,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,411214.083176394,4
"123","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Reproduction",0.88,"F",7.8,NA,4579374401,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,822428.166173194,4
"124","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Reproduction",1.8,"F",7.8,NA,9366902185,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,1682239.43101289,4
"125","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Reproduction",3.5,"F",7.8,NA,18213420915,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,3271021.11580851,4
"126","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Reproduction",7,"F",7.8,NA,36426841829,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,6542042.23143743,4
"127","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Reproduction",14,"F",7.8,NA,72853683658,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,13084084.4628749,4
"128","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Reproduction",32,"F",7.8,NA,1.67e+11,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,29992198,4
"129","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.09e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Reproduction",32,"F",7.8,NA,1.63e+11,"HONEC","COOH",NA,NA,0.11487,"Chronic",32,1.63e+11,29273822,4
"130","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Reproduction",70,"F",7.8,NA,3.64e+11,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,65372216,4
"131","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Reproduction",150,"F",7.8,NA,7.81e+11,"HONEC","COOH",NA,NA,0.11487,"Chronic",150,7.81e+11,140262914,4
"132","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Development",0.22,NA,7.8,NA,1144843600,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,205607.0414984,3
"133","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Development",0.44,NA,7.8,NA,2289687201,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,411214.083176394,3
"134","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Development",0.88,NA,7.8,NA,4579374401,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,822428.166173194,3
"135","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Development",1.8,NA,7.8,NA,9366902185,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,1682239.43101289,3
"136","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Development",3.5,NA,7.8,NA,18213420915,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,3271021.11580851,3
"137","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Development",7,NA,7.8,NA,36426841829,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,6542042.23143743,3
"138","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Development",14,NA,7.8,NA,72853683658,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,13084084.4628749,3
"139","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Development",32,NA,7.8,NA,1.67e+11,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,29992198,3
"140","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.09e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Development",32,NA,7.8,NA,1.63e+11,"HONEC","COOH",NA,NA,0.11487,"Chronic",32,1.63e+11,29273822,3
"141","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Development",70,NA,7.8,NA,3.64e+11,NA,"COOH",NA,NA,0.11487,"Chronic",NA,NA,65372216,3
"142","1nm < 100nm",0.07,"sphere","PS",0.000179594,1.07e-09,"Crustacea","Freshwater","organism",10,"N","N",0,21,"water",21,"Fitness","Development",150,NA,7.8,NA,7.81e+11,"HONEC","COOH",NA,NA,0.11487,"Chronic",150,7.81e+11,140262914,3
"143","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","cell",4,"Y","Y",1,0.125,"water",NA,"Metabolism","Photosynthesis",1.8,NA,NA,NA,4.02e+11,"LOEC","NH2","positive",106,NA,"Acute",3.6,8.04e+11,1684380,1
"144","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","cell",4,"Y","Y",1,0.125,"water",NA,"Metabolism","Photosynthesis",2.6,NA,NA,NA,5.8e+11,NA,"NH2","positive",106,NA,"Acute",NA,NA,2430200,1
"145","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","cell",4,"Y","Y",1,0.125,"water",NA,"Metabolism","Photosynthesis",4,NA,NA,NA,8.92e+11,NA,"NH2","positive",106,NA,"Acute",NA,NA,3737480,1
"146","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","cell",4,"Y","Y",1,0.125,"water",NA,"Metabolism","Photosynthesis",6.5,NA,NA,NA,1.45e+12,NA,"NH2","positive",106,NA,"Acute",NA,NA,6075500,1
"147","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","cell",4,"Y","Y",1,0.125,"water",NA,"Metabolism","Photosynthesis",1.8,NA,NA,NA,4.02e+11,"LOEC","COOH","negative",-40.4,NA,"Acute",3.6,8.04e+11,1684380,1
"148","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","cell",4,"Y","Y",1,0.125,"water",NA,"Metabolism","Photosynthesis",2.6,NA,NA,NA,5.8e+11,NA,"COOH","negative",-40.4,NA,"Acute",NA,NA,2430200,1
"149","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","cell",4,"Y","Y",1,0.125,"water",NA,"Metabolism","Photosynthesis",4,NA,NA,NA,8.92e+11,NA,"COOH","negative",-40.4,NA,"Acute",NA,NA,3737480,1
"150","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","cell",4,"Y","Y",1,0.125,"water",NA,"Metabolism","Photosynthesis",6.5,NA,NA,NA,1.45e+12,NA,"COOH","negative",-40.4,NA,"Acute",NA,NA,6075500,1
"151","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","cell",4,"Y","Y",1,0.125,"water",NA,"Metabolism","Photosynthesis",1.8,NA,NA,NA,4.02e+11,"LOEC","NH2","positive",106,NA,"Acute",3.6,8.04e+11,1684380,1
"152","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","cell",4,"Y","Y",1,0.125,"water",NA,"Metabolism","Photosynthesis",2.6,NA,NA,NA,5.8e+11,NA,"NH2","positive",106,NA,"Acute",NA,NA,2430200,1
"153","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","cell",4,"Y","Y",1,0.125,"water",NA,"Metabolism","Photosynthesis",4,NA,NA,NA,8.92e+11,NA,"NH2","positive",106,NA,"Acute",NA,NA,3737480,1
"154","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","cell",4,"Y","Y",1,0.125,"water",NA,"Metabolism","Photosynthesis",6.5,NA,NA,NA,1.45e+12,NA,"NH2","positive",106,NA,"Acute",NA,NA,6075500,1
"155","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","cell",4,"Y","Y",1,0.125,"water",NA,"Metabolism","Photosynthesis",1.8,NA,NA,NA,4.02e+11,"LOEC","COOH","negative",-40.4,NA,"Acute",3.6,8.04e+11,1684380,1
"156","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","cell",4,"Y","Y",1,0.125,"water",NA,"Metabolism","Photosynthesis",2.6,NA,NA,NA,5.8e+11,NA,"COOH","negative",-40.4,NA,"Acute",NA,NA,2430200,1
"157","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","cell",4,"Y","Y",1,0.125,"water",NA,"Metabolism","Photosynthesis",4,NA,NA,NA,8.92e+11,NA,"COOH","negative",-40.4,NA,"Acute",NA,NA,3737480,1
"158","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","cell",4,"Y","Y",1,0.125,"water",NA,"Metabolism","Photosynthesis",6.5,NA,NA,NA,1.45e+12,NA,"COOH","negative",-40.4,NA,"Acute",NA,NA,6075500,1
"159","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","subcell",1,"Y","Y",1,0.125,"water",NA,"Metabolism","Oxidative Stress",6.5,NA,NA,NA,1.45e+12,"LOEC","NH2","positive",106,NA,"Acute",13,2.9e+12,6075500,1
"160","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","subcell",1,"N","N",0,0.125,"water",NA,"Metabolism","Oxidative Stress",6.5,NA,NA,NA,1.45e+12,"HONEC","COOH","negative",-40.4,NA,"Acute",6.5,1.45e+12,6075500,1
"161","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","subcell",1,"Y","Y",1,0.125,"water",NA,"Metabolism","Oxidative Stress",6.5,NA,NA,NA,1.45e+12,"LOEC","NH2","positive",106,NA,"Acute",13,2.9e+12,6075500,1
"162","1nm < 100nm",0.02,"sphere","PS",4.19e-06,1.07e-09,"Algae","Freshwater","subcell",1,"N","N",0,0.125,"water",NA,"Metabolism","Oxidative Stress",6.5,NA,NA,NA,1.45e+12,"HONEC","COOH","negative",-40.4,NA,"Acute",6.5,1.45e+12,6075500,1
"163","1µm < 100µm",1.6,"sphere","PS",2.144660585,1.07e-09,"Crustacea","Freshwater","organism",1,"N","N",0,28,"water",NA,"Behavioral, Sensory, Neurological","Feeding",0.028684835,NA,NA,NA,12500,"HONEC",NA,NA,NA,0.125,"Chronic",0.028684835,12500,26808.2573125,2
"164","1µm < 100µm",1.6,"sphere","PS",2.144660585,1.07e-09,"Crustacea","Freshwater","organism",1,"N","N",0,28,"water",NA,"Metabolism","General Metabolism",0.028684835,NA,NA,NA,12500,"HONEC",NA,NA,NA,0.125,"Chronic",0.028684835,12500,26808.2573125,1
"165","1µm < 100µm",1.6,"sphere","PS",2.144660585,1.07e-09,"Crustacea","Freshwater","organism",1,"N","N",0,28,"water",NA,"Fitness","Body Condition",0.028684835,NA,NA,NA,12500,"HONEC",NA,NA,NA,0.125,"Chronic",0.028684835,12500,26808.2573125,3
"166","100µm < 1mm",500,"fiber","PA",157079.6327,1.09e-09,"Crustacea","Freshwater","organism",1,"N","N",0,28,"water",NA,"Behavioral, Sensory, Neurological","Feeding",48.62557109,NA,NA,NA,284,"HONEC",NA,NA,NA,0.125,"Chronic",48.62557109,284,44610615.6868,2
"167","100µm < 1mm",500,"fiber","PA",157079.6327,1.09e-09,"Crustacea","Freshwater","organism",1,"Y","Y",1,28,"water",NA,"Metabolism","General Metabolism",48.62557109,NA,NA,NA,284,"LOEC",NA,NA,NA,0.125,"Chronic",97.25114218,568,44610615.6868,1
"168","100µm < 1mm",500,"fiber","PA",157079.6327,1.09e-09,"Crustacea","Freshwater","organism",1,"N","N",0,28,"water",NA,"Fitness","Body Condition",48.62557109,NA,NA,NA,284,"HONEC",NA,NA,NA,0.125,"Chronic",48.62557109,284,44610615.6868,3
"169","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Fitness","Mortality",NA,NA,NA,34,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"170","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Fitness","Mortality",NA,NA,NA,34,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"171","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Fitness","Mortality",NA,NA,NA,34,NA,"HONEC",NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"172","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Fitness","Mortality",NA,NA,NA,34,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"173","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Fitness","Mortality",NA,NA,NA,34,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"174","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Fitness","Mortality",NA,NA,NA,34,NA,"HONEC",NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"175","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Fitness","Body Condition",NA,NA,NA,34,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"176","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Fitness","Body Condition",NA,NA,NA,34,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"177","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Fitness","Body Condition",NA,NA,NA,34,NA,"HONEC",NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"178","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Fitness","Body Condition",NA,NA,NA,34,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"179","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Fitness","Body Condition",NA,NA,NA,34,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"180","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Fitness","Body Condition",NA,NA,NA,34,NA,"HONEC",NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"181","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Behavioral, Sensory, Neurological","Locomotion",NA,NA,NA,34,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,1
"182","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Behavioral, Sensory, Neurological","Locomotion",NA,NA,NA,34,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,1
"183","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Behavioral, Sensory, Neurological","Locomotion",NA,NA,NA,34,NA,"HONEC",NA,NA,NA,NA,"Chronic",NA,NA,NA,1
"184","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Behavioral, Sensory, Neurological","Locomotion",NA,NA,NA,34,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,1
"185","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Behavioral, Sensory, Neurological","Locomotion",NA,NA,NA,34,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,1
"186","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","organism",3,"N","N",0,28,"sediment",NA,"Behavioral, Sensory, Neurological","Locomotion",NA,NA,NA,34,NA,"HONEC",NA,NA,NA,NA,"Chronic",NA,NA,NA,1
"187","1µm < 100µm",5,"fragment","PE",10.47197551,9.6e-10,"Mollusca","Marine","subcell",3,"N","N",0,28,"sediment",NA,"Metabolism","General Metabolism",NA,NA,NA,34,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,1
